Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
10 12 2018 14:00,12.7,0.4,100,923.8,15.5,12.5
10 12 2018 14:10,12.7,0.4,100,923.8,15.5,12.5
10 12 2018 14:20,12.7,0.4,100,923.8,15.5,12.5
10 12 2018 14:30,12.7,0.4,100,923.8,15.5,12.5
10 12 2018 14:40,12.7,0.4,100,923.8,15.5,12.5
10 12 2018 14:50,12.7,0.4,100,923.8,15.5,12.5
10 12 2018 15:00,12.6,0.5,100,924,15.4,12.5
10 12 2018 15:10,12.6,0.5,100,924,15.4,12.5
10 12 2018 15:20,12.6,0.5,100,924,15.4,12.5
10 12 2018 15:30,12.6,0.5,100,924,15.4,12.5
10 12 2018 15:40,12.6,0.5,100,924,15.4,12.5
10 12 2018 15:50,12.6,0.5,100,924,15.4,12.5
10 12 2018 16:00,12.3,0.3,68,923.9,12.9,12
10 12 2018 16:10,12.3,0.3,68,923.9,12.9,12
10 12 2018 16:20,12.3,0.3,68,923.9,12.9,12
10 12 2018 16:30,12.3,0.3,68,923.9,12.9,12
10 12 2018 16:40,12.3,0.3,68,923.9,12.9,12
10 12 2018 16:50,12.3,0.3,68,923.9,12.9,12
10 12 2018 17:00,11.8,0.3,68,923.7,10.9,11.6
10 12 2018 17:10,11.8,0.3,68,923.7,10.9,11.6
10 12 2018 17:20,11.8,0.3,68,923.7,10.9,11.6
10 12 2018 17:30,11.8,0.3,68,923.7,10.9,11.6
10 12 2018 17:40,11.8,0.3,68,923.7,10.9,11.6
10 12 2018 17:50,11.8,0.3,68,923.7,10.9,11.6
10 12 2018 18:00,11.6,0.3,95,923.6,10.7,11.4
10 12 2018 18:10,11.6,0.3,95,923.6,10.7,11.4
10 12 2018 18:20,11.6,0.3,95,923.6,10.7,11.4
10 12 2018 18:30,11.6,0.3,95,923.6,10.7,11.4
10 12 2018 18:40,11.6,0.3,95,923.6,10.7,11.4
10 12 2018 18:50,11.6,0.3,95,923.6,10.7,11.4
10 12 2018 19:00,11.7,0.3,100,923.5,11.4,11.5
10 12 2018 19:10,11.7,0.3,100,923.5,11.4,11.5
10 12 2018 19:20,11.7,0.3,100,923.5,11.4,11.5
10 12 2018 19:30,11.7,0.3,100,923.5,11.4,11.5
10 12 2018 19:40,11.7,0.3,100,923.5,11.4,11.5
10 12 2018 19:50,11.7,0.3,100,923.5,11.4,11.5
10 12 2018 20:00,12.2,0.4,91,923.6,12.2,11.8
10 12 2018 20:10,12.2,0.4,91,923.6,12.2,11.8
10 12 2018 20:20,12.2,0.4,91,923.6,12.2,11.8
10 12 2018 20:30,12.2,0.4,91,923.6,12.2,11.8
10 12 2018 20:40,12.2,0.4,91,923.6,12.2,11.8
10 12 2018 20:50,12.2,0.4,91,923.6,12.2,11.8
10 12 2018 21:00,12.1,0.5,97,923.3,10.9,12
10 12 2018 21:10,12.1,0.5,97,923.3,10.9,12
10 12 2018 21:20,12.1,0.5,97,923.3,10.9,12
10 12 2018 21:30,12.1,0.5,97,923.3,10.9,12
10 12 2018 21:40,12.1,0.5,97,923.3,10.9,12
10 12 2018 21:50,12.1,0.5,97,923.3,10.9,12
10 12 2018 22:00,12.1,0.5,98,923.2,12.6,12
10 12 2018 22:10,12.1,0.5,98,923.2,12.6,12
10 12 2018 22:20,12.1,0.5,98,923.2,12.6,12
10 12 2018 22:30,12.1,0.5,98,923.2,12.6,12
10 12 2018 22:40,12.1,0.5,98,923.2,12.6,12
10 12 2018 22:50,12.1,0.5,98,923.2,12.6,12
10 12 2018 23:00,12.1,0.5,93,923.5,13.8,11.9
10 12 2018 23:10,12.1,0.5,93,923.5,13.8,11.9
10 12 2018 23:20,12.1,0.5,93,923.5,13.8,11.9
10 12 2018 23:30,12.1,0.5,93,923.5,13.8,11.9
10 12 2018 23:40,12.1,0.5,93,923.5,13.8,11.9
10 12 2018 23:50,12.1,0.5,93,923.5,13.8,11.9
10 13 2018 00:00,12,0.7,90,923.3,14.4,11.6
10 13 2018 00:10,12,0.7,90,923.3,14.4,11.6
10 13 2018 00:20,12,0.7,90,923.3,14.4,11.6
10 13 2018 00:30,12,0.7,90,923.3,14.4,11.6
10 13 2018 00:40,12,0.7,90,923.3,14.4,11.6
10 13 2018 00:50,12,0.7,90,923.3,14.4,11.6
10 13 2018 01:00,12,0.5,91,923.3,12.9,11.7
10 13 2018 01:10,12,0.5,91,923.3,12.9,11.7
10 13 2018 01:20,12,0.5,91,923.3,12.9,11.7
10 13 2018 01:30,12,0.5,91,923.3,12.9,11.7
10 13 2018 01:40,12,0.5,91,923.3,12.9,11.7
10 13 2018 01:50,12,0.5,91,923.3,12.9,11.7
10 13 2018 02:00,12.7,0.4,100,923.7,13.4,11.4
10 13 2018 02:10,12.7,0.4,100,923.7,13.4,11.4
10 13 2018 02:20,12.7,0.4,100,923.7,13.4,11.4
10 13 2018 02:30,12.7,0.4,100,923.7,13.4,11.4
10 13 2018 02:40,12.7,0.4,100,923.7,13.4,11.4
10 13 2018 02:50,12.7,0.4,100,923.7,13.4,11.4
10 13 2018 03:00,13.4,0.9,100,923.9,13.2,11.6
10 13 2018 03:10,13.4,0.9,100,923.9,13.2,11.6
10 13 2018 03:20,13.4,0.9,100,923.9,13.2,11.6
10 13 2018 03:30,13.4,0.9,100,923.9,13.2,11.6
10 13 2018 03:40,13.4,0.9,100,923.9,13.2,11.6
10 13 2018 03:50,13.4,0.9,100,923.9,13.2,11.6
10 13 2018 04:00,13.8,0.7,100,923.8,15.3,12
10 13 2018 04:10,13.8,0.7,100,923.8,15.3,12
10 13 2018 04:20,13.8,0.7,100,923.8,15.3,12
10 13 2018 04:30,13.8,0.7,100,923.8,15.3,12
10 13 2018 04:40,13.8,0.7,100,923.8,15.3,12
10 13 2018 04:50,13.8,0.7,100,923.8,15.3,12
10 13 2018 05:00,14.3,1.3,100,924.2,19,12.4
10 13 2018 05:10,14.3,1.3,100,924.2,19,12.4
10 13 2018 05:20,14.3,1.3,100,924.2,19,12.4
10 13 2018 05:30,14.3,1.3,100,924.2,19,12.4
10 13 2018 05:40,14.3,1.3,100,924.2,19,12.4
10 13 2018 05:50,14.3,1.3,100,924.2,19,12.4
10 13 2018 06:00,14.5,1.1,100,924.3,20.6,12.6
10 13 2018 06:10,14.5,1.1,100,924.3,20.6,12.6
10 13 2018 06:20,14.5,1.1,100,924.3,20.6,12.6
10 13 2018 06:30,14.5,1.1,100,924.3,20.6,12.6
10 13 2018 06:40,14.5,1.1,100,924.3,20.6,12.6
10 13 2018 06:50,14.5,1.1,100,924.3,20.6,12.6
10 13 2018 07:00,14.4,0.4,99,924.1,20.1,12.4
10 13 2018 07:10,14.4,0.4,99,924.1,20.1,12.4
10 13 2018 07:20,14.4,0.4,99,924.1,20.1,12.4
10 13 2018 07:30,14.4,0.4,99,924.1,20.1,12.4
10 13 2018 07:40,14.4,0.4,99,924.1,20.1,12.4
10 13 2018 07:50,14.4,0.4,99,924.1,20.1,12.4
10 13 2018 08:00,13.6,0.2,100,924.1,17.7,12.1
10 13 2018 08:10,13.6,0.2,100,924.1,17.7,12.1
10 13 2018 08:20,13.6,0.2,100,924.1,17.7,12.1
10 13 2018 08:30,13.6,0.2,100,924.1,17.7,12.1
10 13 2018 08:40,13.6,0.2,100,924.1,17.7,12.1
10 13 2018 08:50,13.6,0.2,100,924.1,17.7,12.1
10 13 2018 09:00,13,0.9,100,923.7,15,12.1
10 13 2018 09:10,13,0.9,100,923.7,15,12.1
10 13 2018 09:20,13,0.9,100,923.7,15,12.1
10 13 2018 09:30,13,0.9,100,923.7,15,12.1
10 13 2018 09:40,13,0.9,100,923.7,15,12.1
10 13 2018 09:50,13,0.9,100,923.7,15,12.1
10 13 2018 10:00,12.4,0.9,100,923.4,14.7,11.6
10 13 2018 10:10,12.4,0.9,100,923.4,14.7,11.6
10 13 2018 10:20,12.4,0.9,100,923.4,14.7,11.6
10 13 2018 10:30,12.4,0.9,100,923.4,14.7,11.6
10 13 2018 10:40,12.4,0.9,100,923.4,14.7,11.6
10 13 2018 10:50,12.4,0.9,100,923.4,14.7,11.6
10 13 2018 11:00,12,0.4,100,923.5,14.2,11.3
10 13 2018 11:10,12,0.4,100,923.5,14.2,11.3
10 13 2018 11:20,12,0.4,100,923.5,14.2,11.3
10 13 2018 11:30,12,0.4,100,923.5,14.2,11.3
10 13 2018 11:40,12,0.4,100,923.5,14.2,11.3
10 13 2018 11:50,12,0.4,100,923.5,14.2,11.3
10 13 2018 12:00,11.6,0.5,100,923.8,14,11
10 13 2018 12:10,11.6,0.5,100,923.8,14,11
10 13 2018 12:20,11.6,0.5,100,923.8,14,11
10 13 2018 12:30,11.6,0.5,100,923.8,14,11
10 13 2018 12:40,11.6,0.5,100,923.8,14,11
10 13 2018 12:50,11.6,0.5,100,923.8,14,11
10 13 2018 13:00,11.4,0.3,100,924.1,12.6,10.9
10 13 2018 13:10,11.4,0.3,100,924.1,12.6,10.9
10 13 2018 13:20,11.4,0.3,100,924.1,12.6,10.9
10 13 2018 13:30,11.4,0.3,100,924.1,12.6,10.9
10 13 2018 13:40,11.4,0.3,100,924.1,12.6,10.9
10 13 2018 13:50,11.4,0.3,100,924.1,12.6,10.9
10 13 2018 14:00,11.2,0.2,100,923.8,10.8,10.7
10 13 2018 14:10,11.2,0.2,100,923.8,10.8,10.7
10 13 2018 14:20,11.2,0.2,100,923.8,10.8,10.7
10 13 2018 14:30,11.2,0.2,100,923.8,10.8,10.7
10 13 2018 14:40,11.2,0.2,100,923.8,10.8,10.7
10 13 2018 14:50,11.2,0.2,100,923.8,10.8,10.7
10 13 2018 15:00,11.1,0.1,100,923.8,9.7,10.6
10 13 2018 15:10,11.1,0.1,100,923.8,9.7,10.6
10 13 2018 15:20,11.1,0.1,100,923.8,9.7,10.6
10 13 2018 15:30,11.1,0.1,100,923.8,9.7,10.6
10 13 2018 15:40,11.1,0.1,100,923.8,9.7,10.6
10 13 2018 15:50,11.1,0.1,100,923.8,9.7,10.6
10 13 2018 16:00,11,0,100,923.7,7.9,10.4
10 13 2018 16:10,11,0,100,923.7,7.9,10.4
10 13 2018 16:20,11,0,100,923.7,7.9,10.4
10 13 2018 16:30,11,0,100,923.7,7.9,10.4
10 13 2018 16:40,11,0,100,923.7,7.9,10.4
10 13 2018 16:50,11,0,100,923.7,7.9,10.4
10 13 2018 17:00,10.9,0,100,923.4,8.2,10.5
10 13 2018 17:10,10.9,0,100,923.4,8.2,10.5
10 13 2018 17:20,10.9,0,100,923.4,8.2,10.5
10 13 2018 17:30,10.9,0,100,923.4,8.2,10.5
10 13 2018 17:40,10.9,0,100,923.4,8.2,10.5
10 13 2018 17:50,10.9,0,100,923.4,8.2,10.5
10 13 2018 18:00,11,0,94,923.2,8,10.8
10 13 2018 18:10,11,0,94,923.2,8,10.8
10 13 2018 18:20,11,0,94,923.2,8,10.8
10 13 2018 18:30,11,0,94,923.2,8,10.8
10 13 2018 18:40,11,0,94,923.2,8,10.8
10 13 2018 18:50,11,0,94,923.2,8,10.8
10 13 2018 19:00,11.2,0,94,923.5,8.9,11.1
10 13 2018 19:10,11.2,0,94,923.5,8.9,11.1
10 13 2018 19:20,11.2,0,94,923.5,8.9,11.1
10 13 2018 19:30,11.2,0,94,923.5,8.9,11.1
10 13 2018 19:40,11.2,0,94,923.5,8.9,11.1
10 13 2018 19:50,11.2,0,94,923.5,8.9,11.1
10 13 2018 20:00,11.1,0,98,923.5,8,11.1
10 13 2018 20:10,11.1,0,98,923.5,8,11.1
10 13 2018 20:20,11.1,0,98,923.5,8,11.1
10 13 2018 20:30,11.1,0,98,923.5,8,11.1
10 13 2018 20:40,11.1,0,98,923.5,8,11.1
10 13 2018 20:50,11.1,0,98,923.5,8,11.1
10 13 2018 21:00,11.2,0.1,97,923.3,7.7,11.2
10 13 2018 21:10,11.2,0.1,97,923.3,7.7,11.2
10 13 2018 21:20,11.2,0.1,97,923.3,7.7,11.2
10 13 2018 21:30,11.2,0.1,97,923.3,7.7,11.2
10 13 2018 21:40,11.2,0.1,97,923.3,7.7,11.2
10 13 2018 21:50,11.2,0.1,97,923.3,7.7,11.2
10 13 2018 22:00,11.2,0,80,923.2,4.6,11.1
10 13 2018 22:10,11.2,0,80,923.2,4.6,11.1
10 13 2018 22:20,11.2,0,80,923.2,4.6,11.1
10 13 2018 22:30,11.2,0,80,923.2,4.6,11.1
10 13 2018 22:40,11.2,0,80,923.2,4.6,11.1
10 13 2018 22:50,11.2,0,80,923.2,4.6,11.1
10 13 2018 23:00,11,0,60,923.2,4.4,10.9
10 13 2018 23:10,11,0,60,923.2,4.4,10.9
10 13 2018 23:20,11,0,60,923.2,4.4,10.9
10 13 2018 23:30,11,0,60,923.2,4.4,10.9
10 13 2018 23:40,11,0,60,923.2,4.4,10.9
10 13 2018 23:50,11,0,60,923.2,4.4,10.9
10 14 2018 00:00,11.3,0,61,923,4,11.2
10 14 2018 00:10,11.3,0,61,923,4,11.2
10 14 2018 00:20,11.3,0,61,923,4,11.2
10 14 2018 00:30,11.3,0,61,923,4,11.2
10 14 2018 00:40,11.3,0,61,923,4,11.2
10 14 2018 00:50,11.3,0,61,923,4,11.2
10 14 2018 01:00,11.7,0,29,923.1,4.2,11.1
10 14 2018 01:10,11.7,0,29,923.1,4.2,11.1
10 14 2018 01:20,11.7,0,29,923.1,4.2,11.1
10 14 2018 01:30,11.7,0,29,923.1,4.2,11.1
10 14 2018 01:40,11.7,0,29,923.1,4.2,11.1
10 14 2018 01:50,11.7,0,29,923.1,4.2,11.1
10 14 2018 02:00,12.9,0,41,923.8,6.1,11.7
10 14 2018 02:10,12.9,0,41,923.8,6.1,11.7
10 14 2018 02:20,12.9,0,41,923.8,6.1,11.7
10 14 2018 02:30,12.9,0,41,923.8,6.1,11.7
10 14 2018 02:40,12.9,0,41,923.8,6.1,11.7
10 14 2018 02:50,12.9,0,41,923.8,6.1,11.7
10 14 2018 03:00,13.8,0,41,924.2,8.4,11.7
10 14 2018 03:10,13.8,0,41,924.2,8.4,11.7
10 14 2018 03:20,13.8,0,41,924.2,8.4,11.7
10 14 2018 03:30,13.8,0,41,924.2,8.4,11.7
10 14 2018 03:40,13.8,0,41,924.2,8.4,11.7
10 14 2018 03:50,13.8,0,41,924.2,8.4,11.7
10 14 2018 04:00,14.4,0.3,66,924.1,7.2,11.5
10 14 2018 04:10,14.4,0.3,66,924.1,7.2,11.5
10 14 2018 04:20,14.4,0.3,66,924.1,7.2,11.5
10 14 2018 04:30,14.4,0.3,66,924.1,7.2,11.5
10 14 2018 04:40,14.4,0.3,66,924.1,7.2,11.5
10 14 2018 04:50,14.4,0.3,66,924.1,7.2,11.5
10 14 2018 05:00,14.4,0.7,100,924.1,7.4,11.8
10 14 2018 05:10,14.4,0.7,100,924.1,7.4,11.8
10 14 2018 05:20,14.4,0.7,100,924.1,7.4,11.8
10 14 2018 05:30,14.4,0.7,100,924.1,7.4,11.8
10 14 2018 05:40,14.4,0.7,100,924.1,7.4,11.8
10 14 2018 05:50,14.4,0.7,100,924.1,7.4,11.8
10 14 2018 06:00,14,0.6,88,924,8,12.3
10 14 2018 06:10,14,0.6,88,924,8,12.3
10 14 2018 06:20,14,0.6,88,924,8,12.3
10 14 2018 06:30,14,0.6,88,924,8,12.3
10 14 2018 06:40,14,0.6,88,924,8,12.3
10 14 2018 06:50,14,0.6,88,924,8,12.3
10 14 2018 07:00,14.1,0,59,923.6,7.7,12.7
10 14 2018 07:10,14.1,0,59,923.6,7.7,12.7
10 14 2018 07:20,14.1,0,59,923.6,7.7,12.7
10 14 2018 07:30,14.1,0,59,923.6,7.7,12.7
10 14 2018 07:40,14.1,0,59,923.6,7.7,12.7
10 14 2018 07:50,14.1,0,59,923.6,7.7,12.7
10 14 2018 08:00,14.4,0.3,100,923.4,6.6,12.4
10 14 2018 08:10,14.4,0.3,100,923.4,6.6,12.4
10 14 2018 08:20,14.4,0.3,100,923.4,6.6,12.4
10 14 2018 08:30,14.4,0.3,100,923.4,6.6,12.4
10 14 2018 08:40,14.4,0.3,100,923.4,6.6,12.4
10 14 2018 08:50,14.4,0.3,100,923.4,6.6,12.4
10 14 2018 09:00,14.1,0.1,100,923.3,12.4,12.4
10 14 2018 09:10,14.1,0.1,100,923.3,12.4,12.4
10 14 2018 09:20,14.1,0.1,100,923.3,12.4,12.4
10 14 2018 09:30,14.1,0.1,100,923.3,12.4,12.4
10 14 2018 09:40,14.1,0.1,100,923.3,12.4,12.4
10 14 2018 09:50,14.1,0.1,100,923.3,12.4,12.4
10 14 2018 10:00,13.4,0.8,100,922.8,12.6,13
10 14 2018 10:10,13.4,0.8,100,922.8,12.6,13
10 14 2018 10:20,13.4,0.8,100,922.8,12.6,13
10 14 2018 10:30,13.4,0.8,100,922.8,12.6,13
10 14 2018 10:40,13.4,0.8,100,922.8,12.6,13
10 14 2018 10:50,13.4,0.8,100,922.8,12.6,13
10 14 2018 11:00,12.9,0.5,100,922.8,13.9,12.8
10 14 2018 11:10,12.9,0.5,100,922.8,13.9,12.8
10 14 2018 11:20,12.9,0.5,100,922.8,13.9,12.8
10 14 2018 11:30,12.9,0.5,100,922.8,13.9,12.8
10 14 2018 11:40,12.9,0.5,100,922.8,13.9,12.8
10 14 2018 11:50,12.9,0.5,100,922.8,13.9,12.8
10 14 2018 12:00,12.5,0.4,100,922.8,13.8,12.5
10 14 2018 12:10,12.5,0.4,100,922.8,13.8,12.5
10 14 2018 12:20,12.5,0.4,100,922.8,13.8,12.5
10 14 2018 12:30,12.5,0.4,100,922.8,13.8,12.5
10 14 2018 12:40,12.5,0.4,100,922.8,13.8,12.5
10 14 2018 12:50,12.5,0.4,100,922.8,13.8,12.5
10 14 2018 13:00,12.5,0.3,100,923.2,13.2,12.1
10 14 2018 13:10,12.5,0.3,100,923.2,13.2,12.1
10 14 2018 13:20,12.5,0.3,100,923.2,13.2,12.1
10 14 2018 13:30,12.5,0.3,100,923.2,13.2,12.1
10 14 2018 13:40,12.5,0.3,100,923.2,13.2,12.1
10 14 2018 13:50,12.5,0.3,100,923.2,13.2,12.1
10 14 2018 14:00,12.2,0.4,100,923.2,12.2,12
10 14 2018 14:10,12.2,0.4,100,923.2,12.2,12
10 14 2018 14:20,12.2,0.4,100,923.2,12.2,12
10 14 2018 14:30,12.2,0.4,100,923.2,12.2,12
10 14 2018 14:40,12.2,0.4,100,923.2,12.2,12
10 14 2018 14:50,12.2,0.4,100,923.2,12.2,12
10 14 2018 15:00,12,0.3,92,923.4,11.5,11.8
10 14 2018 15:10,12,0.3,92,923.4,11.5,11.8
10 14 2018 15:20,12,0.3,92,923.4,11.5,11.8
10 14 2018 15:30,12,0.3,92,923.4,11.5,11.8
10 14 2018 15:40,12,0.3,92,923.4,11.5,11.8
10 14 2018 15:50,12,0.3,92,923.4,11.5,11.8
10 14 2018 16:00,11.7,0.2,90,923.2,10.2,11.5
10 14 2018 16:10,11.7,0.2,90,923.2,10.2,11.5
10 14 2018 16:20,11.7,0.2,90,923.2,10.2,11.5
10 14 2018 16:30,11.7,0.2,90,923.2,10.2,11.5
10 14 2018 16:40,11.7,0.2,90,923.2,10.2,11.5
10 14 2018 16:50,11.7,0.2,90,923.2,10.2,11.5
10 14 2018 17:00,11.6,0.2,90,923,8.9,11.4
10 14 2018 17:10,11.6,0.2,90,923,8.9,11.4
10 14 2018 17:20,11.6,0.2,90,923,8.9,11.4
10 14 2018 17:30,11.6,0.2,90,923,8.9,11.4
10 14 2018 17:40,11.6,0.2,90,923,8.9,11.4
10 14 2018 17:50,11.6,0.2,90,923,8.9,11.4
10 14 2018 18:00,11.4,0.1,90,922.8,7.9,11.3
10 14 2018 18:10,11.4,0.1,90,922.8,7.9,11.3
10 14 2018 18:20,11.4,0.1,90,922.8,7.9,11.3
10 14 2018 18:30,11.4,0.1,90,922.8,7.9,11.3
10 14 2018 18:40,11.4,0.1,90,922.8,7.9,11.3
10 14 2018 18:50,11.4,0.1,90,922.8,7.9,11.3
10 14 2018 19:00,11.4,0.1,90,923,7.9,11.3
10 14 2018 19:10,11.4,0.1,90,923,7.9,11.3
10 14 2018 19:20,11.4,0.1,90,923,7.9,11.3
10 14 2018 19:30,11.4,0.1,90,923,7.9,11.3
10 14 2018 19:40,11.4,0.1,90,923,7.9,11.3
10 14 2018 19:50,11.4,0.1,90,923,7.9,11.3
10 14 2018 20:00,11.3,0,90,922.8,6,11.2
10 14 2018 20:10,11.3,0,90,922.8,6,11.2
10 14 2018 20:20,11.3,0,90,922.8,6,11.2
10 14 2018 20:30,11.3,0,90,922.8,6,11.2
10 14 2018 20:40,11.3,0,90,922.8,6,11.2
10 14 2018 20:50,11.3,0,90,922.8,6,11.2
10 14 2018 21:00,11.3,0,90,922.5,6.4,11.2
10 14 2018 21:10,11.3,0,90,922.5,6.4,11.2
10 14 2018 21:20,11.3,0,90,922.5,6.4,11.2
10 14 2018 21:30,11.3,0,90,922.5,6.4,11.2
10 14 2018 21:40,11.3,0,90,922.5,6.4,11.2
10 14 2018 21:50,11.3,0,90,922.5,6.4,11.2
10 14 2018 22:00,11.5,0.1,90,922.3,9.1,11.4
10 14 2018 22:10,11.5,0.1,90,922.3,9.1,11.4
10 14 2018 22:20,11.5,0.1,90,922.3,9.1,11.4
10 14 2018 22:30,11.5,0.1,90,922.3,9.1,11.4
10 14 2018 22:40,11.5,0.1,90,922.3,9.1,11.4
10 14 2018 22:50,11.5,0.1,90,922.3,9.1,11.4
10 14 2018 23:00,11.8,0.2,94,922.4,9.6,11.2
10 14 2018 23:10,11.8,0.2,94,922.4,9.6,11.2
10 14 2018 23:20,11.8,0.2,94,922.4,9.6,11.2
10 14 2018 23:30,11.8,0.2,94,922.4,9.6,11.2
10 14 2018 23:40,11.8,0.2,94,922.4,9.6,11.2
10 14 2018 23:50,11.8,0.2,94,922.4,9.6,11.2
10 15 2018 00:00,11.8,0.2,92,922.3,10.4,11.5
10 15 2018 00:10,11.8,0.2,92,922.3,10.4,11.5
10 15 2018 00:20,11.8,0.2,92,922.3,10.4,11.5
10 15 2018 00:30,11.8,0.2,92,922.3,10.4,11.5
10 15 2018 00:40,11.8,0.2,92,922.3,10.4,11.5
10 15 2018 00:50,11.8,0.2,92,922.3,10.4,11.5
10 15 2018 01:00,11.8,0.1,90,922.2,10.2,11.6
10 15 2018 01:10,11.8,0.1,90,922.2,10.2,11.6
10 15 2018 01:20,11.8,0.1,90,922.2,10.2,11.6
10 15 2018 01:30,11.8,0.1,90,922.2,10.2,11.6
10 15 2018 01:40,11.8,0.1,90,922.2,10.2,11.6
10 15 2018 01:50,11.8,0.1,90,922.2,10.2,11.6
10 15 2018 02:00,12.4,0.1,69,922.5,10.9,11.7
10 15 2018 02:10,12.4,0.1,69,922.5,10.9,11.7
10 15 2018 02:20,12.4,0.1,69,922.5,10.9,11.7
10 15 2018 02:30,12.4,0.1,69,922.5,10.9,11.7
10 15 2018 02:40,12.4,0.1,69,922.5,10.9,11.7
10 15 2018 02:50,12.4,0.1,69,922.5,10.9,11.7
10 15 2018 03:00,13.5,0.1,95,923,12.4,11.3
10 15 2018 03:10,13.5,0.1,95,923,12.4,11.3
10 15 2018 03:20,13.5,0.1,95,923,12.4,11.3
10 15 2018 03:30,13.5,0.1,95,923,12.4,11.3
10 15 2018 03:40,13.5,0.1,95,923,12.4,11.3
10 15 2018 03:50,13.5,0.1,95,923,12.4,11.3
10 15 2018 04:00,14.5,0.2,95,923.3,13.7,11.6
10 15 2018 04:10,14.5,0.2,95,923.3,13.7,11.6
10 15 2018 04:20,14.5,0.2,95,923.3,13.7,11.6
10 15 2018 04:30,14.5,0.2,95,923.3,13.7,11.6
10 15 2018 04:40,14.5,0.2,95,923.3,13.7,11.6
10 15 2018 04:50,14.5,0.2,95,923.3,13.7,11.6
10 15 2018 05:00,15,0.1,76,923.2,13.3,12.1
10 15 2018 05:10,15,0.1,76,923.2,13.3,12.1
10 15 2018 05:20,15,0.1,76,923.2,13.3,12.1
10 15 2018 05:30,15,0.1,76,923.2,13.3,12.1
10 15 2018 05:40,15,0.1,76,923.2,13.3,12.1
10 15 2018 05:50,15,0.1,76,923.2,13.3,12.1
10 15 2018 06:00,15.3,0,45,923.3,12.2,12.2
10 15 2018 06:10,15.3,0,45,923.3,12.2,12.2
10 15 2018 06:20,15.3,0,45,923.3,12.2,12.2
10 15 2018 06:30,15.3,0,45,923.3,12.2,12.2
10 15 2018 06:40,15.3,0,45,923.3,12.2,12.2
10 15 2018 06:50,15.3,0,45,923.3,12.2,12.2
10 15 2018 07:00,15.4,0,69,922.9,9.1,12
10 15 2018 07:10,15.4,0,69,922.9,9.1,12
10 15 2018 07:20,15.4,0,69,922.9,9.1,12
10 15 2018 07:30,15.4,0,69,922.9,9.1,12
10 15 2018 07:40,15.4,0,69,922.9,9.1,12
10 15 2018 07:50,15.4,0,69,922.9,9.1,12
10 15 2018 08:00,14.9,0,100,922.9,11.4,11.7
10 15 2018 08:10,14.9,0,100,922.9,11.4,11.7
10 15 2018 08:20,14.9,0,100,922.9,11.4,11.7
10 15 2018 08:30,14.9,0,100,922.9,11.4,11.7
10 15 2018 08:40,14.9,0,100,922.9,11.4,11.7
10 15 2018 08:50,14.9,0,100,922.9,11.4,11.7
10 15 2018 09:00,14.6,0.2,100,922.5,15.6,12.3
10 15 2018 09:10,14.6,0.2,100,922.5,15.6,12.3
10 15 2018 09:20,14.6,0.2,100,922.5,15.6,12.3
10 15 2018 09:30,14.6,0.2,100,922.5,15.6,12.3
10 15 2018 09:40,14.6,0.2,100,922.5,15.6,12.3
10 15 2018 09:50,14.6,0.2,100,922.5,15.6,12.3
10 15 2018 10:00,13.8,0.2,94,922.3,13.5,12.8
10 15 2018 10:10,13.8,0.2,94,922.3,13.5,12.8
10 15 2018 10:20,13.8,0.2,94,922.3,13.5,12.8
10 15 2018 10:30,13.8,0.2,94,922.3,13.5,12.8
10 15 2018 10:40,13.8,0.2,94,922.3,13.5,12.8
10 15 2018 10:50,13.8,0.2,94,922.3,13.5,12.8
10 15 2018 11:00,13,0,100,922.3,11.4,12.8
10 15 2018 11:10,13,0,100,922.3,11.4,12.8
10 15 2018 11:20,13,0,100,922.3,11.4,12.8
10 15 2018 11:30,13,0,100,922.3,11.4,12.8
10 15 2018 11:40,13,0,100,922.3,11.4,12.8
10 15 2018 11:50,13,0,100,922.3,11.4,12.8
10 15 2018 12:00,12.6,0,98,922.2,11.6,12.4
10 15 2018 12:10,12.6,0,98,922.2,11.6,12.4
10 15 2018 12:20,12.6,0,98,922.2,11.6,12.4
10 15 2018 12:30,12.6,0,98,922.2,11.6,12.4
10 15 2018 12:40,12.6,0,98,922.2,11.6,12.4
10 15 2018 12:50,12.6,0,98,922.2,11.6,12.4
10 15 2018 13:00,12.5,0,97,922.6,10.9,12.3
10 15 2018 13:10,12.5,0,97,922.6,10.9,12.3
10 15 2018 13:20,12.5,0,97,922.6,10.9,12.3
10 15 2018 13:30,12.5,0,97,922.6,10.9,12.3
10 15 2018 13:40,12.5,0,97,922.6,10.9,12.3
10 15 2018 13:50,12.5,0,97,922.6,10.9,12.3
10 15 2018 14:00,12.4,0,94,922.7,10,12.2
10 15 2018 14:10,12.4,0,94,922.7,10,12.2
10 15 2018 14:20,12.4,0,94,922.7,10,12.2
10 15 2018 14:30,12.4,0,94,922.7,10,12.2
10 15 2018 14:40,12.4,0,94,922.7,10,12.2
10 15 2018 14:50,12.4,0,94,922.7,10,12.2
10 15 2018 15:00,12.3,0,93,922.6,9.2,12.1
10 15 2018 15:10,12.3,0,93,922.6,9.2,12.1
10 15 2018 15:20,12.3,0,93,922.6,9.2,12.1
10 15 2018 15:30,12.3,0,93,922.6,9.2,12.1
