Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
04 12 2018 20:10,321.508911132812,4.84873390197753,299.689593910792,76.8030776977539,04 12 2018 20:10,10.6,0.0,1,915.5,8.0,7.2
04 12 2018 20:20,267.383911132812,4.22154092788696,165.270380242147,83.9104766845703,04 12 2018 20:20,10.6,0.0,1,915.5,8.0,7.2
04 12 2018 20:30,77.700942993164,4.73956823348999,274.503343201597,94.7501602172851,04 12 2018 20:30,10.6,0.0,1,915.5,8.0,7.2
04 12 2018 20:40,0.0,5.27217006683349,405.78525029719,92.3651962280273,04 12 2018 20:40,10.6,0.0,1,915.5,8.0,7.2
04 12 2018 20:50,0.0,5.34932613372802,426.681983262638,99.2273788452148,04 12 2018 20:50,10.6,0.0,1,915.5,8.0,7.2
04 12 2018 21:00,0.0,4.26105594635009,173.063408059066,99.8316116333007,04 12 2018 21:00,8.6,0.0,1,915.0,8.4,6.4
04 12 2018 21:10,0.0,5.27874708175659,407.546681767322,92.152603149414,04 12 2018 21:10,8.6,0.0,1,915.0,8.4,6.4
04 12 2018 21:20,0.0,5.97940587997436,618.069656419493,85.2378234863281,04 12 2018 21:20,8.6,0.0,1,915.0,8.4,6.4
04 12 2018 21:30,0.0,0.0,0.0,0.0,04 12 2018 21:30,8.6,0.0,1,915.0,8.4,6.4
04 12 2018 21:40,0.0,6.44303703308105,783.888657388516,0.0,04 12 2018 21:40,8.6,0.0,1,915.0,8.4,6.4
04 12 2018 21:50,0.0,6.76779317855834,914.795834682089,87.0760803222656,04 12 2018 21:50,8.6,0.0,1,915.0,8.4,6.4
04 12 2018 22:00,0.0,6.78910589218139,923.811519968235,82.8886032104492,04 12 2018 22:00,10.2,0.0,0,915.6,4.9,7.2
04 12 2018 22:10,0.0,6.89470195770263,969.283265416967,78.6924133300781,04 12 2018 22:10,10.2,0.0,0,915.6,4.9,7.2
04 12 2018 22:20,0.0,6.74434518814086,904.93884052599,77.344383239746,04 12 2018 22:20,10.2,0.0,0,915.6,4.9,7.2
04 12 2018 22:30,0.0,6.48831701278686,801.428531894061,79.1204299926757,04 12 2018 22:30,10.2,0.0,0,915.6,4.9,7.2
04 12 2018 22:40,0.0,6.81462383270263,934.677105231175,81.7251892089843,04 12 2018 22:40,10.2,0.0,0,915.6,4.9,7.2
04 12 2018 22:50,0.0,6.68553686141967,880.500063341336,82.1553726196289,04 12 2018 22:50,10.2,0.0,0,915.6,4.9,7.2
04 12 2018 23:00,0.0,6.65705919265747,868.809669604817,80.9727172851562,04 12 2018 23:00,11.1,0.0,0,916.1,1.1,7.7
04 12 2018 23:10,0.0,6.25195980072021,712.338399987767,76.1655883789062,04 12 2018 23:10,11.1,0.0,0,916.1,1.1,7.7
04 12 2018 23:20,0.0,5.9138331413269,596.302440678727,63.6044692993164,04 12 2018 23:20,11.1,0.0,0,916.1,1.1,7.7
04 12 2018 23:30,0.0,6.18437194824218,687.973381562285,59.4600791931152,04 12 2018 23:30,11.1,0.0,0,916.1,1.1,7.7
04 12 2018 23:40,0.0,5.91933679580688,598.111885333452,66.169563293457,04 12 2018 23:40,11.1,0.0,0,916.1,1.1,7.7
04 12 2018 23:50,0.0,5.49299383163452,466.986707158689,68.1015319824218,04 12 2018 23:50,11.1,0.0,0,916.1,1.1,7.7
05 12 2018 00:00,0.0,5.7191457748413,534.306417799868,71.4108123779296,05 12 2018 00:00,9.3,0.8,100,914.5,14.7,9.2
05 12 2018 00:10,0.0,5.42131376266479,446.646622282409,65.1793136596679,05 12 2018 00:10,9.3,0.8,100,914.5,14.7,9.2
05 12 2018 00:20,0.0,5.1336669921875,369.528835149508,59.8749084472656,05 12 2018 00:20,9.3,0.8,100,914.5,14.7,9.2
05 12 2018 00:30,0.0,5.86621713638305,580.780189341795,55.1365203857421,05 12 2018 00:30,9.3,0.8,100,914.5,14.7,9.2
05 12 2018 00:40,0.0,5.88122177124023,585.645981735296,55.3653182983398,05 12 2018 00:40,9.3,0.8,100,914.5,14.7,9.2
05 12 2018 00:50,0.0,5.93282794952392,602.560910689169,56.1687393188476,05 12 2018 00:50,9.3,0.8,100,914.5,14.7,9.2
05 12 2018 01:00,0.0,5.76416110992431,548.298875959359,59.9059982299804,05 12 2018 01:00,9.2,0.6,100,915.4,19.2,8.9
05 12 2018 01:10,0.0,5.59240913391113,495.980065975262,62.9276390075683,05 12 2018 01:10,9.2,0.6,100,915.4,19.2,8.9
05 12 2018 01:20,0.0,6.01969909667968,630.656119624176,68.2204895019531,05 12 2018 01:20,9.2,0.6,100,915.4,19.2,8.9
05 12 2018 01:30,0.0,6.16659593582153,681.646550546677,73.0582427978515,05 12 2018 01:30,9.2,0.6,100,915.4,19.2,8.9
05 12 2018 01:40,0.0,7.04497480392456,1036.36392377047,75.2012176513671,05 12 2018 01:40,9.2,0.6,100,915.4,19.2,8.9
05 12 2018 01:50,0.0,6.08604621887207,653.400814420913,65.885757446289,05 12 2018 01:50,9.2,0.6,100,915.4,19.2,8.9
05 12 2018 02:00,0.0,5.74450016021728,542.162647526602,68.391746520996,05 12 2018 02:00,9.8,0.3,100,916.0,16.2,8.6
05 12 2018 02:10,0.0,6.87842607498168,962.186519690204,75.1869583129882,05 12 2018 02:10,9.8,0.3,100,916.0,16.2,8.6
05 12 2018 02:20,0.0,7.51744508743286,1266.96403640767,78.8490371704101,05 12 2018 02:20,9.8,0.3,100,916.0,16.2,8.6
05 12 2018 02:30,0.0,7.96921491622924,1512.41690086131,80.9767303466796,05 12 2018 02:30,9.8,0.3,100,916.0,16.2,8.6
05 12 2018 02:40,0.0,7.97918891906738,1518.10163980029,80.8494720458984,05 12 2018 02:40,9.8,0.3,100,916.0,16.2,8.6
05 12 2018 02:50,0.0,7.41700983047485,1215.34632005099,77.9795227050781,05 12 2018 02:50,9.8,0.3,100,916.0,16.2,8.6
05 12 2018 03:00,0.0,7.53064918518066,1273.77618151191,78.5712814331054,05 12 2018 03:00,10.2,0.1,100,916.4,15.6,8.6
05 12 2018 03:10,0.0,6.94463682174682,991.259746426564,77.3536071777343,05 12 2018 03:10,10.2,0.1,100,916.4,15.6,8.6
05 12 2018 03:20,0.0,7.21228981018066,1114.4899090674,74.9602737426757,05 12 2018 03:20,10.2,0.1,100,916.4,15.6,8.6
05 12 2018 03:30,0.0,7.5193428993225,1267.94169562014,70.0186920166015,05 12 2018 03:30,10.2,0.1,100,916.4,15.6,8.6
05 12 2018 03:40,0.0,6.62305688858032,854.973179208819,66.1829528808593,05 12 2018 03:40,10.2,0.1,100,916.4,15.6,8.6
05 12 2018 03:50,0.0,6.80689096450805,931.376233301545,60.4678993225097,05 12 2018 03:50,10.2,0.1,100,916.4,15.6,8.6
05 12 2018 04:00,0.0,6.54050207138061,821.925035167987,64.1375732421875,05 12 2018 04:00,10.8,0.1,100,916.7,17.6,8.1
05 12 2018 04:10,0.0,6.8409080505371,945.950451531677,53.7735786437988,05 12 2018 04:10,10.8,0.1,100,916.7,17.6,8.1
05 12 2018 04:20,0.0,6.68702411651611,881.113166598257,49.365119934082,05 12 2018 04:20,10.8,0.1,100,916.7,17.6,8.1
05 12 2018 04:30,0.0,6.68911218643188,881.974380096139,38.0366287231445,05 12 2018 04:30,10.8,0.1,100,916.7,17.6,8.1
05 12 2018 04:40,0.0,6.84621715545654,948.237629770188,39.1920585632324,05 12 2018 04:40,10.8,0.1,100,916.7,17.6,8.1
05 12 2018 04:50,0.0,6.54605102539062,824.122337763605,34.0305213928222,05 12 2018 04:50,10.8,0.1,100,916.7,17.6,8.1
05 12 2018 05:00,0.0,7.15618801116943,1087.87712944643,35.9790306091308,05 12 2018 05:00,11.8,0.0,16,916.9,19.4,7.8
05 12 2018 05:10,0.0,7.44387102127075,1229.03335260992,36.7771110534667,05 12 2018 05:10,11.8,0.0,16,916.9,19.4,7.8
05 12 2018 05:20,0.0,7.59786081314086,1308.81054628358,29.2132396697998,05 12 2018 05:20,11.8,0.0,16,916.9,19.4,7.8
05 12 2018 05:30,0.0,9.06174564361572,2183.86970187774,29.2099990844726,05 12 2018 05:30,11.8,0.0,16,916.9,19.4,7.8
05 12 2018 05:40,0.0,10.0913200378417,2847.58755763912,34.7657585144042,05 12 2018 05:40,11.8,0.0,16,916.9,19.4,7.8
05 12 2018 05:50,0.0,10.5438899993896,3086.4582476198,27.8629703521728,05 12 2018 05:50,11.8,0.0,16,916.9,19.4,7.8
05 12 2018 06:00,0.0,12.6117000579833,3586.53447979987,24.8199195861816,05 12 2018 06:00,12.3,0.0,20,917.1,19.7,5.8
05 12 2018 06:10,0.0,12.1085901260375,3537.83541155863,26.2929000854492,05 12 2018 06:10,12.3,0.0,20,917.1,19.7,5.8
05 12 2018 06:20,0.0,14.0406198501586,3600.0,23.0713901519775,05 12 2018 06:20,12.3,0.0,20,917.1,19.7,5.8
05 12 2018 06:30,0.0,11.7707796096801,3481.71774187214,0.0,05 12 2018 06:30,12.3,0.0,20,917.1,19.7,5.8
05 12 2018 06:40,0.0,14.290280342102,3600.0,22.005479812622,05 12 2018 06:40,12.3,0.0,20,917.1,19.7,5.8
05 12 2018 06:50,0.0,13.6656599044799,3600.0,25.0935306549072,05 12 2018 06:50,12.3,0.0,20,917.1,19.7,5.8
05 12 2018 07:00,0.0,11.9124603271484,3507.67662027992,25.2557506561279,05 12 2018 07:00,12.5,0.0,25,916.9,19.5,5.5
05 12 2018 07:10,0.0,13.5369901657104,3600.0,27.1043891906738,05 12 2018 07:10,12.5,0.0,25,916.9,19.5,5.5
05 12 2018 07:20,0.0,11.3669300079345,3387.17384423499,24.7320899963378,05 12 2018 07:20,12.5,0.0,25,916.9,19.5,5.5
05 12 2018 07:30,0.0,11.8828401565551,3502.54467902975,21.8520793914794,05 12 2018 07:30,12.5,0.0,25,916.9,19.5,5.5
05 12 2018 07:40,0.0,13.1641502380371,3600.0,23.5578098297119,05 12 2018 07:40,12.5,0.0,25,916.9,19.5,5.5
05 12 2018 07:50,0.0,15.0051803588867,3600.0,25.8818702697753,05 12 2018 07:50,12.5,0.0,25,916.9,19.5,5.5
05 12 2018 08:00,0.0,11.9986000061035,3521.73213313899,19.1742897033691,05 12 2018 08:00,12.4,0.0,7,917.1,17.7,4.5
05 12 2018 08:10,0.0,14.5104303359985,3600.0,23.9961700439453,05 12 2018 08:10,12.4,0.0,7,917.1,17.7,4.5
05 12 2018 08:20,0.0,14.1119804382324,3600.0,24.5297908782958,05 12 2018 08:20,12.4,0.0,7,917.1,17.7,4.5
05 12 2018 08:30,0.0,15.1051502227783,3600.0,28.0853004455566,05 12 2018 08:30,12.4,0.0,7,917.1,17.7,4.5
05 12 2018 08:40,0.0,14.9042797088623,3600.0,29.3139095306396,05 12 2018 08:40,12.4,0.0,7,917.1,17.7,4.5
05 12 2018 08:50,0.0,14.6703395843505,3600.0,25.6946296691894,05 12 2018 08:50,12.4,0.0,7,917.1,17.7,4.5
05 12 2018 09:00,0.0,14.3760299682617,3600.0,24.2548103332519,05 12 2018 09:00,12.1,0.0,100,916.8,21.1,4.5
05 12 2018 09:10,0.0,15.9136695861816,3600.0,28.1510791778564,05 12 2018 09:10,12.1,0.0,100,916.8,21.1,4.5
05 12 2018 09:20,0.0,14.8430700302124,3600.0,31.9350299835205,05 12 2018 09:20,12.1,0.0,100,916.8,21.1,4.5
05 12 2018 09:30,0.0,13.8017396926879,3600.0,32.1493492126464,05 12 2018 09:30,12.1,0.0,100,916.8,21.1,4.5
05 12 2018 09:40,0.0,11.4088201522827,3398.46383733811,30.8037700653076,05 12 2018 09:40,12.1,0.0,100,916.8,21.1,4.5
05 12 2018 09:50,0.0,12.7379398345947,3592.65234962379,16.583869934082,05 12 2018 09:50,12.1,0.0,100,916.8,21.1,4.5
05 12 2018 10:00,0.0,15.1641597747802,3600.0,15.7853002548217,05 12 2018 10:00,11.4,0.0,76,916.5,20.5,3.9
05 12 2018 10:10,0.0,13.4181900024414,3600.0,20.0203895568847,05 12 2018 10:10,11.4,0.0,76,916.5,20.5,3.9
05 12 2018 10:20,0.0,14.3238897323608,3600.0,28.976110458374,05 12 2018 10:20,11.4,0.0,76,916.5,20.5,3.9
05 12 2018 10:30,0.0,16.4285507202148,3600.0,28.389419555664,05 12 2018 10:30,11.4,0.0,76,916.5,20.5,3.9
05 12 2018 10:40,0.0,14.7436199188232,3600.0,26.8564491271972,05 12 2018 10:40,11.4,0.0,76,916.5,20.5,3.9
05 12 2018 10:50,0.0,14.2506504058837,3600.0,29.4333705902099,05 12 2018 10:50,11.4,0.0,76,916.5,20.5,3.9
05 12 2018 11:00,0.0,12.4459495544433,3574.86744477211,32.1025695800781,05 12 2018 11:00,10.8,0.0,35,916.4,19.2,3.1
05 12 2018 11:10,0.0,11.8074502944946,3488.78124494051,35.6588401794433,05 12 2018 11:10,10.8,0.0,35,916.4,19.2,3.1
05 12 2018 11:20,0.0,12.9654998779296,3597.80465805535,30.7750606536865,05 12 2018 11:20,10.8,0.0,35,916.4,19.2,3.1
05 12 2018 11:30,0.0,14.4597702026367,3600.0,24.136339187622,05 12 2018 11:30,10.8,0.0,35,916.4,19.2,3.1
05 12 2018 11:40,0.0,12.1058197021484,3537.45478567907,23.5535106658935,05 12 2018 11:40,10.8,0.0,35,916.4,19.2,3.1
05 12 2018 11:50,0.0,11.7362203598022,3474.83708222113,26.1860198974609,05 12 2018 11:50,10.8,0.0,35,916.4,19.2,3.1
05 12 2018 12:00,0.0,12.262749671936,3557.02340594642,23.447509765625,05 12 2018 12:00,10.1,0.0,28,916.1,16.3,3.0
05 12 2018 12:10,0.0,13.7619400024414,3600.0,28.5983009338378,05 12 2018 12:10,10.1,0.0,28,916.1,16.3,3.0
05 12 2018 12:20,0.0,14.7193603515625,3600.0,24.2508106231689,05 12 2018 12:20,10.1,0.0,28,916.1,16.3,3.0
05 12 2018 12:30,0.0,12.7623596191406,3593.56451768557,22.3180809020996,05 12 2018 12:30,10.1,0.0,28,916.1,16.3,3.0
05 12 2018 12:40,0.0,12.5752201080322,3584.32428254783,20.9263591766357,05 12 2018 12:40,10.1,0.0,28,916.1,16.3,3.0
05 12 2018 12:50,0.0,13.6432695388793,3600.0,18.0996894836425,05 12 2018 12:50,10.1,0.0,28,916.1,16.3,3.0
05 12 2018 13:00,0.0,13.8620300292968,3600.0,24.9684391021728,05 12 2018 13:00,9.0,0.0,25,916.2,12.7,3.2
05 12 2018 13:10,0.0,10.1433095932006,2878.03671222576,40.0411109924316,05 12 2018 13:10,9.0,0.0,25,916.2,12.7,3.2
05 12 2018 13:20,1445.97595214843,11.3391199111938,3379.48090752219,40.409381866455,05 12 2018 13:20,9.0,0.0,25,916.2,12.7,3.2
05 12 2018 13:30,3594.5830078125,12.9210796356201,3597.38376777117,39.8874206542968,05 12 2018 13:30,9.0,0.0,25,916.2,12.7,3.2
05 12 2018 13:40,3598.03393554687,13.5249700546264,3600.0,38.3916206359863,05 12 2018 13:40,9.0,0.0,25,916.2,12.7,3.2
05 12 2018 13:50,3570.72802734375,13.2931995391845,3600.0,37.5231208801269,05 12 2018 13:50,9.0,0.0,25,916.2,12.7,3.2
05 12 2018 14:00,3600.54711914062,13.9187297821044,3600.0,36.8013496398925,05 12 2018 14:00,8.1,0.0,4,916.2,9.7,3.9
05 12 2018 14:10,3596.51293945312,13.4545402526855,3600.0,39.4104690551757,05 12 2018 14:10,8.1,0.0,4,916.2,9.7,3.9
05 12 2018 14:20,3553.40600585937,12.2878704071044,3559.78456167656,38.3333511352539,05 12 2018 14:20,8.1,0.0,4,916.2,9.7,3.9
05 12 2018 14:30,3458.5849609375,11.6220798492431,3450.54185362323,34.4637184143066,05 12 2018 14:30,8.1,0.0,4,916.2,9.7,3.9
05 12 2018 14:40,2751.22900390625,10.0369796752929,2814.88141023607,38.091079711914,05 12 2018 14:40,8.1,0.0,4,916.2,9.7,3.9
05 12 2018 14:50,2501.84790039062,9.26292324066162,2314.67625774634,27.5179405212402,05 12 2018 14:50,8.1,0.0,4,916.2,9.7,3.9
05 12 2018 15:00,3290.20190429687,11.0085201263427,3275.44189657896,24.9988594055175,05 12 2018 15:00,7.1,0.0,1,916.0,6.6,4.2
05 12 2018 15:10,3547.35107421875,12.3774299621582,3568.81153019715,20.7077808380126,05 12 2018 15:10,7.1,0.0,1,916.0,6.6,4.2
05 12 2018 15:20,3392.93798828125,11.1866102218627,3334.4246877131,25.3857994079589,05 12 2018 15:20,7.1,0.0,1,916.0,6.6,4.2
05 12 2018 15:30,3556.34008789062,12.2543601989746,3556.07870667497,23.3218898773193,05 12 2018 15:30,7.1,0.0,1,916.0,6.6,4.2
05 12 2018 15:40,3558.873046875,12.6933298110961,3590.7599556594,23.1771202087402,05 12 2018 15:40,7.1,0.0,1,916.0,6.6,4.2
05 12 2018 15:50,3509.02197265625,12.0690298080444,3532.27856120018,26.6434593200683,05 12 2018 15:50,7.1,0.0,1,916.0,6.6,4.2
05 12 2018 16:00,3531.19799804687,11.9722299575805,3517.56558372731,25.3164196014404,05 12 2018 16:00,5.9,0.0,0,915.4,7.7,3.9
05 12 2018 16:10,3545.1669921875,11.8642702102661,3499.2483832782,21.6278495788574,05 12 2018 16:10,5.9,0.0,0,915.4,7.7,3.9
05 12 2018 16:20,3601.18408203125,13.2562599182128,3600.0,19.5852394104003,05 12 2018 16:20,5.9,0.0,0,915.4,7.7,3.9
05 12 2018 16:30,3588.416015625,13.3148202896118,3600.0,21.8506107330322,05 12 2018 16:30,5.9,0.0,0,915.4,7.7,3.9
05 12 2018 16:40,3590.4130859375,12.3727197647094,3568.36831456776,20.384199142456,05 12 2018 16:40,5.9,0.0,0,915.4,7.7,3.9
05 12 2018 16:50,3593.623046875,12.8647003173828,3596.44332391399,20.5476894378662,05 12 2018 16:50,5.9,0.0,0,915.4,7.7,3.9
05 12 2018 17:00,3467.45288085937,11.8324003219604,3493.44851991374,24.9213600158691,05 12 2018 17:00,6.1,0.0,2,915.6,7.3,3.5
05 12 2018 17:10,3509.48608398437,11.5834703445434,3441.76844626656,21.0966606140136,05 12 2018 17:10,6.1,0.0,2,915.6,7.3,3.5
05 12 2018 17:20,3339.23388671875,11.5208501815795,3426.92988926458,24.2889595031738,05 12 2018 17:20,6.1,0.0,2,915.6,7.3,3.5
05 12 2018 17:30,3294.31005859375,10.741060256958,3173.14626436283,21.7115402221679,05 12 2018 17:30,6.1,0.0,2,915.6,7.3,3.5
05 12 2018 17:40,3509.58911132812,11.7722196578979,3481.99972233019,21.4540100097656,05 12 2018 17:40,6.1,0.0,2,915.6,7.3,3.5
05 12 2018 17:50,3599.97998046875,12.6955204010009,3590.85972774593,19.6086692810058,05 12 2018 17:50,6.1,0.0,2,915.6,7.3,3.5
05 12 2018 18:00,3526.28198242187,12.5064601898193,3579.61172228773,21.0716400146484,05 12 2018 18:00,6.9,0.0,3,915.5,5.9,3.2
05 12 2018 18:10,3448.20288085937,11.5159301757812,3425.73178128657,22.6365890502929,05 12 2018 18:10,6.9,0.0,3,915.5,5.9,3.2
05 12 2018 18:20,3538.21606445312,12.3943300247192,3570.37317280847,20.4542407989501,05 12 2018 18:20,6.9,0.0,3,915.5,5.9,3.2
05 12 2018 18:30,3267.23901367187,11.0260200500488,3281.55169372422,26.4995594024658,05 12 2018 18:30,6.9,0.0,3,915.5,5.9,3.2
05 12 2018 18:40,3527.56298828125,11.9338703155517,3511.2903406034,22.1783199310302,05 12 2018 18:40,6.9,0.0,3,915.5,5.9,3.2
05 12 2018 18:50,3386.98388671875,12.1504402160644,3543.43003913053,25.424949645996,05 12 2018 18:50,6.9,0.0,3,915.5,5.9,3.2
05 12 2018 19:00,3347.4609375,11.0886402130126,3302.84842653757,23.5943393707275,05 12 2018 19:00,6.1,0.0,3,914.7,5.5,2.3
05 12 2018 19:10,3544.15893554687,12.0451803207397,3528.8014552162,21.7670707702636,05 12 2018 19:10,6.1,0.0,3,914.7,5.5,2.3
05 12 2018 19:20,3427.455078125,12.0160198211669,3524.41914193303,23.8255100250244,05 12 2018 19:20,6.1,0.0,3,914.7,5.5,2.3
05 12 2018 19:30,3499.15893554687,11.3692398071289,3387.80566551978,19.5249691009521,05 12 2018 19:30,6.1,0.0,3,914.7,5.5,2.3
05 12 2018 19:40,3583.77905273437,12.102120399475,3536.9445462042,19.3882408142089,05 12 2018 19:40,6.1,0.0,3,914.7,5.5,2.3
05 12 2018 19:50,3551.09301757812,12.1198501586914,3539.36926117933,20.1260299682617,05 12 2018 19:50,6.1,0.0,3,914.7,5.5,2.3
05 12 2018 20:00,3518.55493164062,11.1904897689819,3335.63205197458,18.7666397094726,05 12 2018 20:00,6.9,0.0,2,915.2,4.2,1.1
05 12 2018 20:10,3593.70288085937,12.9197597503662,3597.36695608537,17.5473194122314,05 12 2018 20:10,6.9,0.0,2,915.2,4.2,1.1
05 12 2018 20:20,3573.6630859375,12.5797901153564,3584.61213027815,18.4167003631591,05 12 2018 20:20,6.9,0.0,2,915.2,4.2,1.1
05 12 2018 20:30,3597.83911132812,13.4066495895385,3600.0,18.0093898773193,05 12 2018 20:30,6.9,0.0,2,915.2,4.2,1.1
05 12 2018 20:40,3569.40307617187,12.7351398468017,3592.54217759655,19.8300399780273,05 12 2018 20:40,6.9,0.0,2,915.2,4.2,1.1
05 12 2018 20:50,3537.05810546875,12.3036003112792,3561.4621287577,19.193000793457,05 12 2018 20:50,6.9,0.0,2,915.2,4.2,1.1
05 12 2018 21:00,3547.52197265625,11.8716897964477,3500.57273214287,19.2765808105468,05 12 2018 21:00,6.7,0.0,0,915.0,3.5,1.0
05 12 2018 21:10,3581.05688476562,12.457480430603,3575.8149530099,16.079439163208,05 12 2018 21:10,6.7,0.0,0,915.0,3.5,1.0
05 12 2018 21:20,3491.44897460937,12.0784902572631,3533.63128913934,16.628620147705,05 12 2018 21:20,6.7,0.0,0,915.0,3.5,1.0
05 12 2018 21:30,3601.82592773437,13.7456197738647,3600.0,13.8948602676391,05 12 2018 21:30,6.7,0.0,0,915.0,3.5,1.0
05 12 2018 21:40,3601.51098632812,14.143759727478,3600.0,13.6959800720214,05 12 2018 21:40,6.7,0.0,0,915.0,3.5,1.0
05 12 2018 21:50,3595.70288085937,13.3072595596313,3600.0,11.9945497512817,05 12 2018 21:50,6.7,0.0,0,915.0,3.5,1.0
05 12 2018 22:00,3594.53588867187,12.7136001586914,3591.65615070156,9.85428047180175,05 12 2018 22:00,6.4,0.0,0,914.6,3.3,0.8
05 12 2018 22:10,3584.30102539062,13.1762399673461,3600.0,9.8097333908081,05 12 2018 22:10,6.4,0.0,0,914.6,3.3,0.8
05 12 2018 22:20,3579.375,12.7638797760009,3593.61841718963,10.6110496520996,05 12 2018 22:20,6.4,0.0,0,914.6,3.3,0.8
05 12 2018 22:30,3601.57006835937,13.6849603652954,3600.0,10.0460195541381,05 12 2018 22:30,6.4,0.0,0,914.6,3.3,0.8
05 12 2018 22:40,3601.13891601562,14.9985303878784,3600.0,10.5333404541015,05 12 2018 22:40,6.4,0.0,0,914.6,3.3,0.8
05 12 2018 22:50,3601.34912109375,15.0503997802734,3600.0,10.9000701904296,05 12 2018 22:50,6.4,0.0,0,914.6,3.3,0.8
05 12 2018 23:00,3601.76000976562,15.6023998260498,3600.0,11.2962598800659,05 12 2018 23:00,6.3,0.0,0,915.0,4.4,0.8
05 12 2018 23:10,3601.11889648437,15.1643199920654,3600.0,10.6101503372192,05 12 2018 23:10,6.3,0.0,0,915.0,4.4,0.8
05 12 2018 23:20,3601.23803710937,15.3049898147583,3600.0,12.1975498199462,05 12 2018 23:20,6.3,0.0,0,915.0,4.4,0.8
05 12 2018 23:30,3601.36206054687,16.3732604980468,3600.0,10.6253404617309,05 12 2018 23:30,6.3,0.0,0,915.0,4.4,0.8
05 12 2018 23:40,3601.43603515625,15.8312797546386,3600.0,12.5419702529907,05 12 2018 23:40,6.3,0.0,0,915.0,4.4,0.8
05 12 2018 23:50,3601.39990234375,15.026309967041,3600.0,12.2826900482177,05 12 2018 23:50,6.3,0.0,0,915.0,4.4,0.8
06 12 2018 00:00,3601.05395507812,15.6607103347778,3600.0,11.0594902038574,06 12 2018 00:00,13.9,0.0,5,913.4,10.0,12.3
06 12 2018 00:10,3601.55297851562,15.2233400344848,3600.0,13.7350597381591,06 12 2018 00:10,13.9,0.0,5,913.4,10.0,12.3
06 12 2018 00:20,3601.52099609375,14.735179901123,3600.0,13.9720802307128,06 12 2018 00:20,13.9,0.0,5,913.4,10.0,12.3
06 12 2018 00:30,3601.60693359375,14.5620403289794,3600.0,14.8156900405883,06 12 2018 00:30,13.9,0.0,5,913.4,10.0,12.3
06 12 2018 00:40,3600.76611328125,15.4926500320434,3600.0,17.7997207641601,06 12 2018 00:40,13.9,0.0,5,913.4,10.0,12.3
06 12 2018 00:50,3601.24609375,15.4861803054809,3600.0,16.9255008697509,06 12 2018 00:50,13.9,0.0,5,913.4,10.0,12.3
06 12 2018 01:00,3592.96899414062,15.098310470581,3600.0,16.8663101196289,06 12 2018 01:00,14.9,0.0,10,914.0,11.5,12.1
06 12 2018 01:10,3596.18090820312,14.112449645996,3600.0,17.1793308258056,06 12 2018 01:10,14.9,0.0,10,914.0,11.5,12.1
06 12 2018 01:20,3601.15893554687,13.9120903015136,3600.0,16.1455307006835,06 12 2018 01:20,14.9,0.0,10,914.0,11.5,12.1
06 12 2018 01:30,3601.32788085937,15.897159576416,3600.0,16.9193992614746,06 12 2018 01:30,14.9,0.0,10,914.0,11.5,12.1
06 12 2018 01:40,3599.8291015625,14.3322696685791,3600.0,17.0578804016113,06 12 2018 01:40,14.9,0.0,10,914.0,11.5,12.1
06 12 2018 01:50,3601.36206054687,16.1183795928955,3600.0,15.9721403121948,06 12 2018 01:50,14.9,0.0,10,914.0,11.5,12.1
06 12 2018 02:00,3601.11108398437,14.7779903411865,3600.0,15.7615604400634,06 12 2018 02:00,16.1,0.0,12,914.5,12.8,11.7
06 12 2018 02:10,3601.41796875,14.9197702407836,3600.0,16.3952693939208,06 12 2018 02:10,16.1,0.0,12,914.5,12.8,11.7
06 12 2018 02:20,3601.32104492187,14.7031898498535,3600.0,15.1268301010131,06 12 2018 02:20,16.1,0.0,12,914.5,12.8,11.7
06 12 2018 02:30,3601.18310546875,15.9000301361083,3600.0,17.0736904144287,06 12 2018 02:30,16.1,0.0,12,914.5,12.8,11.7
06 12 2018 02:40,3601.06811523437,16.3751907348632,3600.0,20.3927307128906,06 12 2018 02:40,16.1,0.0,12,914.5,12.8,11.7
06 12 2018 02:50,3600.94799804687,14.3095197677612,3600.0,21.1348209381103,06 12 2018 02:50,16.1,0.0,12,914.5,12.8,11.7
06 12 2018 03:00,3601.462890625,15.7518501281738,3600.0,16.4370994567871,06 12 2018 03:00,17.1,0.0,11,914.8,13.6,11.7
06 12 2018 03:10,3600.96411132812,16.0290393829345,3600.0,16.7803993225097,06 12 2018 03:10,17.1,0.0,11,914.8,13.6,11.7
06 12 2018 03:20,3599.73095703125,15.357720375061,3600.0,20.2081298828125,06 12 2018 03:20,17.1,0.0,11,914.8,13.6,11.7
06 12 2018 03:30,3601.13305664062,16.1565399169921,3600.0,19.2144603729248,06 12 2018 03:30,17.1,0.0,11,914.8,13.6,11.7
06 12 2018 03:40,3601.01904296875,16.3522605895996,3600.0,20.2321891784667,06 12 2018 03:40,17.1,0.0,11,914.8,13.6,11.7
06 12 2018 03:50,3601.02709960937,15.8590297698974,3600.0,17.6529102325439,06 12 2018 03:50,17.1,0.0,11,914.8,13.6,11.7
06 12 2018 04:00,3600.65795898437,16.0562496185302,3600.0,19.8779602050781,06 12 2018 04:00,18.1,0.0,16,915.0,13.2,12.0
